,Tau,Method,Recovery
2087,5.0,Randomized,0
2088,0.0,Naive,1
2089,0.025,Randomized,1
2090,0.05,Randomized,1
2091,0.1,Randomized,1
2092,0.25,Randomized,0
2093,0.5,Randomized,0
2094,1.0,Randomized,0
2095,5.0,Randomized,0
2096,0.0,Naive,1
2097,0.025,Randomized,1
2098,0.05,Randomized,1
2099,0.1,Randomized,1
2100,0.25,Randomized,1
2101,0.5,Randomized,1
2102,1.0,Randomized,0
2103,5.0,Randomized,0
2104,0.0,Naive,0
2105,0.025,Randomized,0
2106,0.05,Randomized,0
2107,0.1,Randomized,0
2108,0.25,Randomized,0
2109,0.5,Randomized,0
2110,1.0,Randomized,0
2111,5.0,Randomized,0
2112,0.0,Naive,1
2113,0.025,Randomized,1
2114,0.05,Randomized,1
2115,0.1,Randomized,1
2116,0.25,Randomized,0
2117,0.5,Randomized,0
2118,1.0,Randomized,0
2119,5.0,Randomized,0
2120,0.0,Naive,1
2121,0.025,Randomized,1
2122,0.05,Randomized,1
2123,0.1,Randomized,1
2124,0.25,Randomized,0
2125,0.5,Randomized,0
2126,1.0,Randomized,0
2127,5.0,Randomized,0
2128,0.0,Naive,1
2129,0.025,Randomized,1
2130,0.05,Randomized,1
2131,0.1,Randomized,1
2132,0.25,Randomized,0
2133,0.5,Randomized,0
2134,1.0,Randomized,0
2135,5.0,Randomized,0
2136,0.0,Naive,1
2137,0.025,Randomized,1
2138,0.05,Randomized,1
2139,0.1,Randomized,1
2140,0.25,Randomized,1
2141,0.5,Randomized,0
2142,1.0,Randomized,0
2143,5.0,Randomized,0
2144,0.0,Naive,1
2145,0.025,Randomized,1
2146,0.05,Randomized,1
2147,0.1,Randomized,0
2148,0.25,Randomized,0
2149,0.5,Randomized,0
2150,1.0,Randomized,0
2151,5.0,Randomized,0
2152,0.0,Naive,0
2153,0.025,Randomized,1
2154,0.05,Randomized,1
2155,0.1,Randomized,0
2156,0.25,Randomized,0
2157,0.5,Randomized,0
2158,1.0,Randomized,0
2159,5.0,Randomized,0
2160,0.0,Naive,1
2161,0.025,Randomized,1
2162,0.05,Randomized,1
2163,0.1,Randomized,1
2164,0.25,Randomized,1
2165,0.5,Randomized,0
2166,1.0,Randomized,0
2167,5.0,Randomized,0
2168,0.0,Naive,1
2169,0.025,Randomized,1
2170,0.05,Randomized,1
2171,0.1,Randomized,1
2172,0.25,Randomized,0
2173,0.5,Randomized,0
2174,1.0,Randomized,0
2175,5.0,Randomized,0
2176,0.0,Naive,1
2177,0.025,Randomized,1
2178,0.05,Randomized,1
2179,0.1,Randomized,1
2180,0.25,Randomized,0
2181,0.5,Randomized,1
2182,1.0,Randomized,0
2183,5.0,Randomized,0
2184,0.0,Naive,1
2185,0.025,Randomized,1
2186,0.05,Randomized,1
2187,0.1,Randomized,1
2188,0.25,Randomized,1
2189,0.5,Randomized,0
2190,1.0,Randomized,0
2191,5.0,Randomized,0
2192,0.0,Naive,1
2193,0.025,Randomized,1
2194,0.05,Randomized,1
2195,0.1,Randomized,1
2196,0.25,Randomized,0
2197,0.5,Randomized,0
2198,1.0,Randomized,0
2199,5.0,Randomized,0
2200,0.0,Naive,1
2201,0.025,Randomized,1
2202,0.05,Randomized,1
2203,0.1,Randomized,1
2204,0.25,Randomized,1
2205,0.5,Randomized,0
2206,1.0,Randomized,0
2207,5.0,Randomized,0
2208,0.0,Naive,1
2209,0.025,Randomized,1
2210,0.05,Randomized,1
2211,0.1,Randomized,1
2212,0.25,Randomized,1
2213,0.5,Randomized,0
2214,1.0,Randomized,0
2215,5.0,Randomized,0
2216,0.0,Naive,1
2217,0.025,Randomized,1
2218,0.05,Randomized,1
2219,0.1,Randomized,1
2220,0.25,Randomized,0
2221,0.5,Randomized,0
2222,1.0,Randomized,0
2223,5.0,Randomized,0
2224,0.0,Naive,1
2225,0.025,Randomized,1
2226,0.05,Randomized,1
2227,0.1,Randomized,1
2228,0.25,Randomized,1
2229,0.5,Randomized,0
2230,1.0,Randomized,0
2231,5.0,Randomized,0
2232,0.0,Naive,1
2233,0.025,Randomized,1
2234,0.05,Randomized,1
2235,0.1,Randomized,1
2236,0.25,Randomized,0
2237,0.5,Randomized,0
2238,1.0,Randomized,0
2239,5.0,Randomized,0
2240,0.0,Naive,0
2241,0.025,Randomized,1
2242,0.05,Randomized,0
2243,0.1,Randomized,0
2244,0.25,Randomized,0
2245,0.5,Randomized,0
2246,1.0,Randomized,0
2247,5.0,Randomized,0
2248,0.0,Naive,1
2249,0.025,Randomized,1
2250,0.05,Randomized,1
2251,0.1,Randomized,1
2252,0.25,Randomized,1
2253,0.5,Randomized,0
2254,1.0,Randomized,0
2255,5.0,Randomized,0
2256,0.0,Naive,1
2257,0.025,Randomized,1
2258,0.05,Randomized,1
2259,0.1,Randomized,1
2260,0.25,Randomized,1
2261,0.5,Randomized,0
2262,1.0,Randomized,0
2263,5.0,Randomized,0
2264,0.0,Naive,1
2265,0.025,Randomized,1
2266,0.05,Randomized,1
2267,0.1,Randomized,0
2268,0.25,Randomized,0
2269,0.5,Randomized,0
2270,1.0,Randomized,0
2271,5.0,Randomized,0
2272,0.0,Naive,1
2273,0.025,Randomized,1
2274,0.05,Randomized,1
2275,0.1,Randomized,1
2276,0.25,Randomized,1
2277,0.5,Randomized,0
2278,1.0,Randomized,0
2279,5.0,Randomized,0
2280,0.0,Naive,1
2281,0.025,Randomized,1
2282,0.05,Randomized,1
2283,0.1,Randomized,1
2284,0.25,Randomized,1
2285,0.5,Randomized,0
2286,1.0,Randomized,0
2287,5.0,Randomized,0
2288,0.0,Naive,1
2289,0.025,Randomized,1
2290,0.05,Randomized,0
2291,0.1,Randomized,0
2292,0.25,Randomized,1
2293,0.5,Randomized,0
2294,1.0,Randomized,0
2295,5.0,Randomized,0
2296,0.0,Naive,1
2297,0.025,Randomized,1
2298,0.05,Randomized,1
2299,0.1,Randomized,1
2300,0.25,Randomized,0
2301,0.5,Randomized,0
2302,1.0,Randomized,0
2303,5.0,Randomized,0
2304,0.0,Naive,1
2305,0.025,Randomized,1
2306,0.05,Randomized,1
2307,0.1,Randomized,1
2308,0.25,Randomized,1
2309,0.5,Randomized,0
2310,1.0,Randomized,0
2311,5.0,Randomized,0
2312,0.0,Naive,1
2313,0.025,Randomized,1
2314,0.05,Randomized,1
2315,0.1,Randomized,1
2316,0.25,Randomized,0
2317,0.5,Randomized,0
2318,1.0,Randomized,0
2319,5.0,Randomized,0
2320,0.0,Naive,1
2321,0.025,Randomized,1
2322,0.05,Randomized,1
2323,0.1,Randomized,1
2324,0.25,Randomized,1
2325,0.5,Randomized,0
2326,1.0,Randomized,0
2327,5.0,Randomized,0
2328,0.0,Naive,1
2329,0.025,Randomized,1
2330,0.05,Randomized,1
2331,0.1,Randomized,0
2332,0.25,Randomized,1
2333,0.5,Randomized,0
2334,1.0,Randomized,0
2335,5.0,Randomized,0
2336,0.0,Naive,1
2337,0.025,Randomized,1
2338,0.05,Randomized,1
2339,0.1,Randomized,1
2340,0.25,Randomized,0
2341,0.5,Randomized,0
2342,1.0,Randomized,0
2343,5.0,Randomized,0
2344,0.0,Naive,1
2345,0.025,Randomized,1
2346,0.05,Randomized,1
2347,0.1,Randomized,1
2348,0.25,Randomized,1
2349,0.5,Randomized,0
2350,1.0,Randomized,0
2351,5.0,Randomized,0
2352,0.0,Naive,1
2353,0.025,Randomized,1
2354,0.05,Randomized,1
2355,0.1,Randomized,1
2356,0.25,Randomized,1
2357,0.5,Randomized,0
2358,1.0,Randomized,0
2359,5.0,Randomized,0
2360,0.0,Naive,1
2361,0.025,Randomized,1
2362,0.05,Randomized,1
2363,0.1,Randomized,1
2364,0.25,Randomized,1
2365,0.5,Randomized,0
2366,1.0,Randomized,0
2367,5.0,Randomized,0
2368,0.0,Naive,1
2369,0.025,Randomized,1
2370,0.05,Randomized,1
2371,0.1,Randomized,1
2372,0.25,Randomized,0
2373,0.5,Randomized,1
2374,1.0,Randomized,0
2375,5.0,Randomized,0
2376,0.0,Naive,1
2377,0.025,Randomized,1
2378,0.05,Randomized,1
2379,0.1,Randomized,1
2380,0.25,Randomized,0
2381,0.5,Randomized,0
2382,1.0,Randomized,0
2383,5.0,Randomized,0
2384,0.0,Naive,1
2385,0.025,Randomized,1
2386,0.05,Randomized,1
2387,0.1,Randomized,1
2388,0.25,Randomized,1
2389,0.5,Randomized,0
2390,1.0,Randomized,0
2391,5.0,Randomized,0
2392,0.0,Naive,1
2393,0.025,Randomized,1
2394,0.05,Randomized,1
2395,0.1,Randomized,1
2396,0.25,Randomized,1
2397,0.5,Randomized,0
2398,1.0,Randomized,0
2399,5.0,Randomized,0
2400,0.0,Naive,1
2401,0.025,Randomized,1
2402,0.05,Randomized,1
2403,0.1,Randomized,1
2404,0.25,Randomized,0
2405,0.5,Randomized,0
2406,1.0,Randomized,0
2407,5.0,Randomized,0
2408,0.0,Naive,1
2409,0.025,Randomized,1
2410,0.05,Randomized,1
2411,0.1,Randomized,1
2412,0.25,Randomized,0
2413,0.5,Randomized,0
2414,1.0,Randomized,0
2415,5.0,Randomized,0
2416,0.0,Naive,1
2417,0.025,Randomized,1
2418,0.05,Randomized,1
2419,0.1,Randomized,1
2420,0.25,Randomized,0
2421,0.5,Randomized,0
2422,1.0,Randomized,0
2423,5.0,Randomized,0
2424,0.0,Naive,1
2425,0.025,Randomized,1
2426,0.05,Randomized,1
2427,0.1,Randomized,1
2428,0.25,Randomized,0
2429,0.5,Randomized,0
2430,1.0,Randomized,0
2431,5.0,Randomized,0
2432,0.0,Naive,1
2433,0.025,Randomized,1
2434,0.05,Randomized,1
2435,0.1,Randomized,1
2436,0.25,Randomized,0
2437,0.5,Randomized,0
2438,1.0,Randomized,0
2439,5.0,Randomized,0
2440,0.0,Naive,1
2441,0.025,Randomized,1
2442,0.05,Randomized,1
2443,0.1,Randomized,1
2444,0.25,Randomized,0
2445,0.5,Randomized,0
2446,1.0,Randomized,0
2447,5.0,Randomized,0
2448,0.0,Naive,1
2449,0.025,Randomized,1
2450,0.05,Randomized,1
2451,0.1,Randomized,1
2452,0.25,Randomized,1
2453,0.5,Randomized,0
2454,1.0,Randomized,0
2455,5.0,Randomized,0
2456,0.0,Naive,1
2457,0.025,Randomized,1
2458,0.05,Randomized,1
2459,0.1,Randomized,1
2460,0.25,Randomized,1
2461,0.5,Randomized,0
2462,1.0,Randomized,0
2463,5.0,Randomized,0
2464,0.0,Naive,1
2465,0.025,Randomized,1
2466,0.05,Randomized,1
2467,0.1,Randomized,0
2468,0.25,Randomized,1
2469,0.5,Randomized,0
2470,1.0,Randomized,0
2471,5.0,Randomized,0
2472,0.0,Naive,0
2473,0.025,Randomized,0
2474,0.05,Randomized,0
2475,0.1,Randomized,1
2476,0.25,Randomized,1
2477,0.5,Randomized,0
2478,1.0,Randomized,0
2479,5.0,Randomized,0
2480,0.0,Naive,1
2481,0.025,Randomized,1
2482,0.05,Randomized,1
2483,0.1,Randomized,1
2484,0.25,Randomized,1
2485,0.5,Randomized,0
2486,1.0,Randomized,0
2487,5.0,Randomized,0
2488,0.0,Naive,1
2489,0.025,Randomized,1
2490,0.05,Randomized,1
2491,0.1,Randomized,1
2492,0.25,Randomized,1
2493,0.5,Randomized,0
2494,1.0,Randomized,0
2495,5.0,Randomized,0
2496,0.0,Naive,1
2497,0.025,Randomized,1
2498,0.05,Randomized,1
2499,0.1,Randomized,1
2500,0.25,Randomized,1
2501,0.5,Randomized,1
2502,1.0,Randomized,0
2503,5.0,Randomized,0
2504,0.0,Naive,1
2505,0.025,Randomized,1
2506,0.05,Randomized,1
2507,0.1,Randomized,1
2508,0.25,Randomized,0
2509,0.5,Randomized,1
2510,1.0,Randomized,0
2511,5.0,Randomized,0
2512,0.0,Naive,1
2513,0.025,Randomized,1
2514,0.05,Randomized,1
2515,0.1,Randomized,1
2516,0.25,Randomized,1
2517,0.5,Randomized,0
2518,1.0,Randomized,0
2519,5.0,Randomized,0
2520,0.0,Naive,1
2521,0.025,Randomized,1
2522,0.05,Randomized,1
2523,0.1,Randomized,1
2524,0.25,Randomized,1
2525,0.5,Randomized,0
2526,1.0,Randomized,0
2527,5.0,Randomized,0
2528,0.0,Naive,0
2529,0.025,Randomized,0
2530,0.05,Randomized,0
2531,0.1,Randomized,0
2532,0.25,Randomized,1
2533,0.5,Randomized,0
2534,1.0,Randomized,0
2535,5.0,Randomized,0
2536,0.0,Naive,1
2537,0.025,Randomized,1
2538,0.05,Randomized,1
2539,0.1,Randomized,1
2540,0.25,Randomized,1
2541,0.5,Randomized,0
2542,1.0,Randomized,0
2543,5.0,Randomized,0
2544,0.0,Naive,1
2545,0.025,Randomized,1
2546,0.05,Randomized,1
2547,0.1,Randomized,0
2548,0.25,Randomized,0
2549,0.5,Randomized,0
2550,1.0,Randomized,0
2551,5.0,Randomized,0
2552,0.0,Naive,1
2553,0.025,Randomized,0
2554,0.05,Randomized,0
2555,0.1,Randomized,0
2556,0.25,Randomized,0
2557,0.5,Randomized,0
2558,1.0,Randomized,0
2559,5.0,Randomized,0
2560,0.0,Naive,1
2561,0.025,Randomized,1
2562,0.05,Randomized,1
2563,0.1,Randomized,1
2564,0.25,Randomized,0
2565,0.5,Randomized,0
2566,1.0,Randomized,0
2567,5.0,Randomized,0
2568,0.0,Naive,1
2569,0.025,Randomized,1
2570,0.05,Randomized,1
2571,0.1,Randomized,1
2572,0.25,Randomized,0
2573,0.5,Randomized,0
2574,1.0,Randomized,0
2575,5.0,Randomized,0
2576,0.0,Naive,1
2577,0.025,Randomized,1
2578,0.05,Randomized,1
2579,0.1,Randomized,0
2580,0.25,Randomized,0
2581,0.5,Randomized,0
2582,1.0,Randomized,0
2583,5.0,Randomized,0
2584,0.0,Naive,1
2585,0.025,Randomized,1
2586,0.05,Randomized,1
2587,0.1,Randomized,1
2588,0.25,Randomized,0
2589,0.5,Randomized,0
2590,1.0,Randomized,0
2591,5.0,Randomized,0
2592,0.0,Naive,1
2593,0.025,Randomized,1
2594,0.05,Randomized,1
2595,0.1,Randomized,1
2596,0.25,Randomized,0
2597,0.5,Randomized,0
2598,1.0,Randomized,0
2599,5.0,Randomized,0
2600,0.0,Naive,1
2601,0.025,Randomized,1
2602,0.05,Randomized,1
2603,0.1,Randomized,1
2604,0.25,Randomized,0
2605,0.5,Randomized,0
2606,1.0,Randomized,0
2607,5.0,Randomized,0
2608,0.0,Naive,1
2609,0.025,Randomized,1
2610,0.05,Randomized,1
2611,0.1,Randomized,1
2612,0.25,Randomized,0
2613,0.5,Randomized,0
2614,1.0,Randomized,0
2615,5.0,Randomized,0
2616,0.0,Naive,1
2617,0.025,Randomized,1
2618,0.05,Randomized,1
2619,0.1,Randomized,1
2620,0.25,Randomized,0
2621,0.5,Randomized,0
2622,1.0,Randomized,0
2623,5.0,Randomized,0
2624,0.0,Naive,1
2625,0.025,Randomized,1
2626,0.05,Randomized,1
2627,0.1,Randomized,0
2628,0.25,Randomized,0
2629,0.5,Randomized,0
2630,1.0,Randomized,0
2631,5.0,Randomized,0
2632,0.0,Naive,0
2633,0.025,Randomized,0
2634,0.05,Randomized,0
2635,0.1,Randomized,0
2636,0.25,Randomized,0
2637,0.5,Randomized,0
2638,1.0,Randomized,0
2639,5.0,Randomized,0
2640,0.0,Naive,1
2641,0.025,Randomized,1
2642,0.05,Randomized,1
2643,0.1,Randomized,1
2644,0.25,Randomized,1
2645,0.5,Randomized,0
2646,1.0,Randomized,0
2647,5.0,Randomized,0
2648,0.0,Naive,1
2649,0.025,Randomized,1
2650,0.05,Randomized,1
2651,0.1,Randomized,1
2652,0.25,Randomized,1
2653,0.5,Randomized,0
2654,1.0,Randomized,0
2655,5.0,Randomized,0
2656,0.0,Naive,1
2657,0.025,Randomized,1
2658,0.05,Randomized,1
2659,0.1,Randomized,1
2660,0.25,Randomized,1
2661,0.5,Randomized,0
2662,1.0,Randomized,0
2663,5.0,Randomized,0
2664,0.0,Naive,1
2665,0.025,Randomized,1
2666,0.05,Randomized,0
2667,0.1,Randomized,0
2668,0.25,Randomized,0
2669,0.5,Randomized,0
2670,1.0,Randomized,0
2671,5.0,Randomized,0
2672,0.0,Naive,1
2673,0.025,Randomized,1
2674,0.05,Randomized,1
2675,0.1,Randomized,1
2676,0.25,Randomized,0
2677,0.5,Randomized,0
2678,1.0,Randomized,0
2679,5.0,Randomized,0
2680,0.0,Naive,1
2681,0.025,Randomized,1
2682,0.05,Randomized,1
2683,0.1,Randomized,1
2684,0.25,Randomized,1
2685,0.5,Randomized,0
2686,1.0,Randomized,0
2687,5.0,Randomized,0
2688,0.0,Naive,1
2689,0.025,Randomized,1
2690,0.05,Randomized,1
2691,0.1,Randomized,1
2692,0.25,Randomized,1
2693,0.5,Randomized,0
2694,1.0,Randomized,0
2695,5.0,Randomized,0
2696,0.0,Naive,1
2697,0.025,Randomized,1
2698,0.05,Randomized,1
2699,0.1,Randomized,0
2700,0.25,Randomized,0
2701,0.5,Randomized,1
2702,1.0,Randomized,0
2703,5.0,Randomized,0
2704,0.0,Naive,1
2705,0.025,Randomized,1
2706,0.05,Randomized,1
2707,0.1,Randomized,1
2708,0.25,Randomized,0
2709,0.5,Randomized,1
2710,1.0,Randomized,0
2711,5.0,Randomized,0
2712,0.0,Naive,1
2713,0.025,Randomized,1
2714,0.05,Randomized,1
2715,0.1,Randomized,1
2716,0.25,Randomized,1
2717,0.5,Randomized,0
2718,1.0,Randomized,0
2719,5.0,Randomized,0
2720,0.0,Naive,1
2721,0.025,Randomized,1
2722,0.05,Randomized,1
2723,0.1,Randomized,1
2724,0.25,Randomized,1
2725,0.5,Randomized,0
2726,1.0,Randomized,0
2727,5.0,Randomized,0
2728,0.0,Naive,1
2729,0.025,Randomized,1
2730,0.05,Randomized,1
2731,0.1,Randomized,1
2732,0.25,Randomized,0
2733,0.5,Randomized,1
2734,1.0,Randomized,0
2735,5.0,Randomized,0
2736,0.0,Naive,1
2737,0.025,Randomized,1
2738,0.05,Randomized,1
2739,0.1,Randomized,1
2740,0.25,Randomized,1
2741,0.5,Randomized,0
2742,1.0,Randomized,0
2743,5.0,Randomized,0
2744,0.0,Naive,0
2745,0.025,Randomized,0
2746,0.05,Randomized,1
2747,0.1,Randomized,0
2748,0.25,Randomized,0
2749,0.5,Randomized,0
2750,1.0,Randomized,0
2751,5.0,Randomized,0
2752,0.0,Naive,1
2753,0.025,Randomized,1
2754,0.05,Randomized,1
2755,0.1,Randomized,0
2756,0.25,Randomized,0
2757,0.5,Randomized,0
2758,1.0,Randomized,0
2759,5.0,Randomized,0
2760,0.0,Naive,1
2761,0.025,Randomized,1
2762,0.05,Randomized,1
2763,0.1,Randomized,1
2764,0.25,Randomized,1
2765,0.5,Randomized,0
2766,1.0,Randomized,0
2767,5.0,Randomized,0
2768,0.0,Naive,1
2769,0.025,Randomized,1
2770,0.05,Randomized,1
2771,0.1,Randomized,1
2772,0.25,Randomized,0
2773,0.5,Randomized,0
2774,1.0,Randomized,0
2775,5.0,Randomized,0
2776,0.0,Naive,1
2777,0.025,Randomized,1
2778,0.05,Randomized,1
2779,0.1,Randomized,1
2780,0.25,Randomized,1
2781,0.5,Randomized,0
2782,1.0,Randomized,0
2783,5.0,Randomized,0
2784,0.0,Naive,1
2785,0.025,Randomized,1
2786,0.05,Randomized,1
2787,0.1,Randomized,0
2788,0.25,Randomized,0
2789,0.5,Randomized,1
2790,1.0,Randomized,0
2791,5.0,Randomized,0
2792,0.0,Naive,1
2793,0.025,Randomized,1
2794,0.05,Randomized,1
2795,0.1,Randomized,1
2796,0.25,Randomized,1
2797,0.5,Randomized,0
2798,1.0,Randomized,0
2799,5.0,Randomized,0
2800,0.0,Naive,1
2801,0.025,Randomized,1
2802,0.05,Randomized,1
2803,0.1,Randomized,0
2804,0.25,Randomized,0
2805,0.5,Randomized,0
2806,1.0,Randomized,0
2807,5.0,Randomized,0
2808,0.0,Naive,1
2809,0.025,Randomized,1
2810,0.05,Randomized,1
2811,0.1,Randomized,1
2812,0.25,Randomized,1
2813,0.5,Randomized,0
2814,1.0,Randomized,0
2815,5.0,Randomized,0
2816,0.0,Naive,1
2817,0.025,Randomized,1
2818,0.05,Randomized,1
2819,0.1,Randomized,1
2820,0.25,Randomized,0
2821,0.5,Randomized,0
2822,1.0,Randomized,0
2823,5.0,Randomized,0
2824,0.0,Naive,1
2825,0.025,Randomized,1
2826,0.05,Randomized,1
2827,0.1,Randomized,1
2828,0.25,Randomized,1
2829,0.5,Randomized,0
2830,1.0,Randomized,0
2831,5.0,Randomized,0
2832,0.0,Naive,1
2833,0.025,Randomized,1
2834,0.05,Randomized,1
2835,0.1,Randomized,1
2836,0.25,Randomized,0
2837,0.5,Randomized,0
2838,1.0,Randomized,0
2839,5.0,Randomized,0
2840,0.0,Naive,1
2841,0.025,Randomized,1
2842,0.05,Randomized,1
2843,0.1,Randomized,1
2844,0.25,Randomized,1
2845,0.5,Randomized,0
2846,1.0,Randomized,0
2847,5.0,Randomized,0
2848,0.0,Naive,1
2849,0.025,Randomized,1
2850,0.05,Randomized,1
2851,0.1,Randomized,1
2852,0.25,Randomized,0
2853,0.5,Randomized,0
2854,1.0,Randomized,0
2855,5.0,Randomized,0
2856,0.0,Naive,0
2857,0.025,Randomized,0
2858,0.05,Randomized,0
2859,0.1,Randomized,0
2860,0.25,Randomized,0
2861,0.5,Randomized,0
2862,1.0,Randomized,0
2863,5.0,Randomized,0
2864,0.0,Naive,1
2865,0.025,Randomized,1
2866,0.05,Randomized,1
2867,0.1,Randomized,1
2868,0.25,Randomized,0
2869,0.5,Randomized,0
2870,1.0,Randomized,0
2871,5.0,Randomized,0
2872,0.0,Naive,1
2873,0.025,Randomized,1
2874,0.05,Randomized,1
2875,0.1,Randomized,0
2876,0.25,Randomized,0
2877,0.5,Randomized,0
2878,1.0,Randomized,0
2879,5.0,Randomized,0
2880,0.0,Naive,1
2881,0.025,Randomized,0
2882,0.05,Randomized,0
2883,0.1,Randomized,0
2884,0.25,Randomized,0
2885,0.5,Randomized,0
2886,1.0,Randomized,0
2887,5.0,Randomized,0
2888,0.0,Naive,1
2889,0.025,Randomized,1
2890,0.05,Randomized,1
2891,0.1,Randomized,0
2892,0.25,Randomized,0
2893,0.5,Randomized,0
2894,1.0,Randomized,0
2895,5.0,Randomized,0
2896,0.0,Naive,1
2897,0.025,Randomized,0
2898,0.05,Randomized,0
2899,0.1,Randomized,0
2900,0.25,Randomized,0
2901,0.5,Randomized,0
2902,1.0,Randomized,0
2903,5.0,Randomized,0
2904,0.0,Naive,1
2905,0.025,Randomized,1
2906,0.05,Randomized,1
2907,0.1,Randomized,1
2908,0.25,Randomized,1
2909,0.5,Randomized,0
2910,1.0,Randomized,0
2911,5.0,Randomized,0
2912,0.0,Naive,1
2913,0.025,Randomized,1
2914,0.05,Randomized,1
2915,0.1,Randomized,1
2916,0.25,Randomized,0
2917,0.5,Randomized,0
2918,1.0,Randomized,0
2919,5.0,Randomized,0
2920,0.0,Naive,1
2921,0.025,Randomized,1
2922,0.05,Randomized,1
2923,0.1,Randomized,1
2924,0.25,Randomized,0
2925,0.5,Randomized,1
2926,1.0,Randomized,0
2927,5.0,Randomized,0
2928,0.0,Naive,1
2929,0.025,Randomized,1
2930,0.05,Randomized,1
2931,0.1,Randomized,1
2932,0.25,Randomized,1
2933,0.5,Randomized,0
2934,1.0,Randomized,0
2935,5.0,Randomized,0
2936,0.0,Naive,1
2937,0.025,Randomized,1
2938,0.05,Randomized,1
2939,0.1,Randomized,1
2940,0.25,Randomized,1
2941,0.5,Randomized,0
2942,1.0,Randomized,0
2943,5.0,Randomized,0
2944,0.0,Naive,1
2945,0.025,Randomized,1
2946,0.05,Randomized,1
2947,0.1,Randomized,1
2948,0.25,Randomized,0
2949,0.5,Randomized,0
2950,1.0,Randomized,0
2951,5.0,Randomized,0
2952,0.0,Naive,1
2953,0.025,Randomized,1
2954,0.05,Randomized,1
2955,0.1,Randomized,1
2956,0.25,Randomized,0
2957,0.5,Randomized,0
2958,1.0,Randomized,0
2959,5.0,Randomized,0
2960,0.0,Naive,1
2961,0.025,Randomized,1
2962,0.05,Randomized,1
2963,0.1,Randomized,1
2964,0.25,Randomized,1
2965,0.5,Randomized,0
2966,1.0,Randomized,0
2967,5.0,Randomized,0
2968,0.0,Naive,0
2969,0.025,Randomized,0
2970,0.05,Randomized,0
2971,0.1,Randomized,0
2972,0.25,Randomized,0
2973,0.5,Randomized,0
2974,1.0,Randomized,0
2975,5.0,Randomized,0
2976,0.0,Naive,1
2977,0.025,Randomized,1
2978,0.05,Randomized,1
2979,0.1,Randomized,1
2980,0.25,Randomized,0
2981,0.5,Randomized,0
2982,1.0,Randomized,0
2983,5.0,Randomized,0
2984,0.0,Naive,1
2985,0.025,Randomized,1
2986,0.05,Randomized,1
2987,0.1,Randomized,1
2988,0.25,Randomized,1
2989,0.5,Randomized,0
2990,1.0,Randomized,0
2991,5.0,Randomized,0
2992,0.0,Naive,1
2993,0.025,Randomized,1
2994,0.05,Randomized,1
2995,0.1,Randomized,1
2996,0.25,Randomized,1
2997,0.5,Randomized,0
2998,1.0,Randomized,0
2999,5.0,Randomized,0
3000,0.0,Naive,1
3001,0.025,Randomized,1
3002,0.05,Randomized,1
3003,0.1,Randomized,0
3004,0.25,Randomized,0
3005,0.5,Randomized,0
3006,1.0,Randomized,0
3007,5.0,Randomized,0
3008,0.0,Naive,0
3009,0.025,Randomized,0
3010,0.05,Randomized,0
3011,0.1,Randomized,0
3012,0.25,Randomized,0
3013,0.5,Randomized,0
3014,1.0,Randomized,0
3015,5.0,Randomized,0
3016,0.0,Naive,1
3017,0.025,Randomized,1
3018,0.05,Randomized,1
3019,0.1,Randomized,1
3020,0.25,Randomized,0
3021,0.5,Randomized,0
3022,1.0,Randomized,0
3023,5.0,Randomized,0
3024,0.0,Naive,1
3025,0.025,Randomized,1
3026,0.05,Randomized,1
3027,0.1,Randomized,1
3028,0.25,Randomized,0
3029,0.5,Randomized,0
3030,1.0,Randomized,0
3031,5.0,Randomized,0
3032,0.0,Naive,1
3033,0.025,Randomized,1
3034,0.05,Randomized,1
3035,0.1,Randomized,1
3036,0.25,Randomized,1
3037,0.5,Randomized,0
3038,1.0,Randomized,0
3039,5.0,Randomized,0
3040,0.0,Naive,1
3041,0.025,Randomized,1
3042,0.05,Randomized,1
3043,0.1,Randomized,1
3044,0.25,Randomized,1
3045,0.5,Randomized,1
3046,1.0,Randomized,0
3047,5.0,Randomized,0
3048,0.0,Naive,1
3049,0.025,Randomized,1
3050,0.05,Randomized,1
3051,0.1,Randomized,1
3052,0.25,Randomized,0
3053,0.5,Randomized,0
3054,1.0,Randomized,0
3055,5.0,Randomized,0
3056,0.0,Naive,1
3057,0.025,Randomized,1
3058,0.05,Randomized,1
3059,0.1,Randomized,1
3060,0.25,Randomized,1
3061,0.5,Randomized,0
3062,1.0,Randomized,0
3063,5.0,Randomized,0
3064,0.0,Naive,1
3065,0.025,Randomized,1
3066,0.05,Randomized,1
3067,0.1,Randomized,1
3068,0.25,Randomized,1
3069,0.5,Randomized,0
3070,1.0,Randomized,0
3071,5.0,Randomized,0
3072,0.0,Naive,1
3073,0.025,Randomized,1
3074,0.05,Randomized,1
3075,0.1,Randomized,1
3076,0.25,Randomized,1
3077,0.5,Randomized,0
3078,1.0,Randomized,0
3079,5.0,Randomized,0
3080,0.0,Naive,1
3081,0.025,Randomized,1
3082,0.05,Randomized,1
3083,0.1,Randomized,1
3084,0.25,Randomized,1
3085,0.5,Randomized,0
3086,1.0,Randomized,0
3087,5.0,Randomized,0
3088,0.0,Naive,0
3089,0.025,Randomized,0
3090,0.05,Randomized,0
3091,0.1,Randomized,0
3092,0.25,Randomized,0
3093,0.5,Randomized,0
3094,1.0,Randomized,0
